promedio_temporal,energia_en_cada_paso
2585.502872,2585.502872
1297.436165,9.369459
865.378582,1.263415
649.216038,0.728404
519.473390,0.502800
432.961042,0.399304
371.160306,0.355888
324.804480,0.313700
288.747158,0.288582
259.899720,0.272775
236.295671,0.255182
216.625122,0.249078
199.979998,0.238510
185.711741,0.224408
173.345890,0.223977
162.524698,0.206817
152.976009,0.196979
144.488425,0.199499
136.893951,0.193417
130.058326,0.181450
123.874059,0.188729
118.251963,0.187946
113.118357,0.179012
108.412737,0.183494
104.083199,0.174282
100.086589,0.171327
96.385795,0.165152
92.949431,0.167621
89.750084,0.168361
86.764201,0.173580
83.970824,0.169538
81.351849,0.163618
78.891609,0.163936
76.576029,0.161887
74.392785,0.162493
72.330724,0.158585
70.379909,0.150539
68.531784,0.151193
66.778304,0.146067
65.112602,0.150205
63.528209,0.152488
62.019210,0.150233
60.580338,0.147728
59.206652,0.138177
57.893916,0.133524
56.638337,0.137274
55.436186,0.137222
54.284137,0.137838
53.179028,0.133795
52.118188,0.137064
51.098980,0.138539
50.118889,0.134249
49.175699,0.129850
48.267416,0.128385
47.392164,0.128553
46.548141,0.126917
45.733754,0.128091
44.947359,0.122822
44.187705,0.127779
43.453379,0.128156
42.743067,0.124302
42.055711,0.127032
41.390190,0.127856
40.745642,0.139132
40.120866,0.135192
39.514914,0.128066
38.926995,0.124308
38.356334,0.122038
37.802331,0.130165
37.264242,0.136083
36.741281,0.134036
36.232868,0.135486
35.738353,0.133327
35.257158,0.129874
34.788869,0.135515
34.332824,0.129476
33.888615,0.128703
33.455717,0.122607
33.033726,0.118372
32.622353,0.123906
32.221139,0.124056
31.829766,0.128550
31.447787,0.125452
31.075017,0.135152
30.710879,0.123242
30.355351,0.135452
30.007847,0.122543
29.668274,0.125416
29.336415,0.132812
29.011811,0.122087
28.694326,0.120651
28.383700,0.116788
28.079779,0.119017
27.782367,0.123058
27.491188,0.120324
27.206104,0.123111
26.926903,0.123629
26.653462,0.129688
26.385506,0.125817
26.122872,0.122077
25.865432,0.121452
25.613072,0.124712
25.365578,0.121161
25.122797,0.116413
24.884655,0.117911
24.651039,0.121372
24.421720,0.113849
24.196667,0.115998
23.975777,0.119607
23.758838,0.112493
23.545832,0.115218
23.336674,0.120141
23.131137,0.110992
22.929221,0.112657
22.730820,0.113212
22.535828,0.111683
22.344173,0.112175
22.155786,0.114544
21.970556,0.113373
21.788389,0.110494
21.609265,0.114399
21.433024,0.107906
21.259671,0.110600
21.089169,0.117384
20.921354,0.112310
20.756212,0.113453
20.593729,0.120931
20.433724,0.113100
20.276210,0.114434
20.121103,0.112232
19.968363,0.112133
19.818015,0.122424
19.669898,0.118506
19.523945,0.112228
19.380152,0.111882
19.238522,0.118437
19.098919,0.112947
18.961325,0.110859
18.825712,0.111224
18.691989,0.104456
18.560197,0.109276
18.430261,0.109324
18.302156,0.111269
18.175858,0.115151
18.051230,0.104877
17.928312,0.105127
17.807121,0.113343
17.687563,0.112430
17.569590,0.109623
17.453181,0.108234
17.338280,0.103229
17.224940,0.110608
17.113080,0.110217
17.002643,0.105909
16.893634,0.106205
16.785995,0.101949
16.679747,0.105098
16.574851,0.106095
16.471240,0.100804
16.368981,0.109734
16.267932,0.100125
16.168171,0.106634
16.069592,0.099845
15.972273,0.109184
15.876107,0.104896
15.781110,0.106596
15.687266,0.109125
15.594522,0.106386
15.502892,0.108942
15.412317,0.105192
15.322815,0.107547
15.234397,0.114921
15.146936,0.103646
15.060512,0.109064
14.975081,0.110153
14.890599,0.106132
14.807041,0.100970
14.724427,0.101645
14.642738,0.102056
14.561980,0.106436
14.482103,0.104177
14.403128,0.108604
14.324976,0.101309
14.247660,0.098800
14.171195,0.101639
14.095520,0.095745
14.020695,0.103173
13.946640,0.098454
13.873390,0.102262
13.800886,0.097635
13.729170,0.103155
13.658204,0.103663
13.587964,0.102056
13.518449,0.101920
13.449658,0.104291
13.381524,0.095270
13.314084,0.095891
13.247330,0.096915
13.181289,0.105020
13.115884,0.100412
13.051102,0.094631
12.986968,0.095987
12.923505,0.103957
12.860664,0.103971
12.798390,0.094623
12.736735,0.097424
12.675652,0.092442
12.615159,0.093124
12.555266,0.097506
12.495954,0.099732
12.437178,0.094264
12.378923,0.087078
12.321256,0.095832
12.264105,0.091048
12.207490,0.091934
12.151375,0.086539
12.095798,0.091146
12.040719,0.088687
11.986167,0.093708
11.932122,0.096391
11.878552,0.093193
11.825468,0.093873
11.772824,0.085881
11.720678,0.092152
11.669022,0.097945
11.617839,0.101665
11.567086,0.097046
11.516779,0.097091
11.466912,0.097034
11.417464,0.094028
11.368426,0.089526
11.319856,0.100339
11.271661,0.090409
11.223896,0.094690
11.176546,0.096542
11.129612,0.100162
11.083061,0.096920
11.036928,0.103574
10.991171,0.100865
10.945781,0.097638
10.900761,0.095921
10.856083,0.088709
10.811768,0.087658
10.767843,0.094048
10.724258,0.089344
10.681027,0.089463
10.638174,0.096297
10.595662,0.095263
10.553519,0.102017
10.511712,0.101724
10.470211,0.095155
10.429047,0.096696
10.388213,0.098173
10.347699,0.097704
10.307524,0.102888
10.267619,0.091987
10.228025,0.091940
10.188776,0.101735
10.149808,0.096131
10.111153,0.099370
10.072755,0.089359
10.034663,0.092699
9.996859,0.092121
9.959365,0.098386
9.922149,0.097245
9.885223,0.099770
9.848556,0.095087
9.812188,0.101991
9.776069,0.096208
9.740237,0.101408
9.704664,0.099947
9.669343,0.097294
9.634252,0.089602
9.599435,0.094293
9.564860,0.091317
9.530540,0.092595
9.496487,0.097784
9.462666,0.094402
9.429111,0.100777
9.395777,0.095465
9.362679,0.095430
9.329820,0.096471
9.297204,0.099302
9.264818,0.099620
9.232644,0.095249
9.200683,0.091777
9.168976,0.100957
9.137490,0.100750
9.106196,0.093781
9.075148,0.102214
9.044303,0.099218
9.013634,0.088861
8.983173,0.088596
8.952916,0.087551
8.922883,0.093354
8.893100,0.106904
8.863511,0.105419
8.834133,0.108846
8.804935,0.103977
8.775906,0.096152
8.747057,0.092265
8.718426,0.100465
8.689986,0.101215
8.661754,0.107411
8.633678,0.098528
8.605764,0.092046
8.578046,0.096370
8.550513,0.097915
8.523162,0.098891
8.495999,0.102842
8.469019,0.104964
8.442180,0.095514
8.415507,0.093301
8.389026,0.100684
8.362705,0.097933
8.336550,0.097623
8.310583,0.104994
8.284739,0.092202
8.259069,0.096125
8.233568,0.098667
8.208223,0.097885
8.183038,0.098475
8.157986,0.091263
8.133082,0.089237
8.108360,0.098295
8.083792,0.099248
8.059402,0.108365
8.035156,0.106723
8.011034,0.098770
7.987088,0.108915
7.963277,0.105779
7.939588,0.098468
7.916047,0.100484
7.892634,0.096106
7.869356,0.094334
7.846210,0.092370
7.823204,0.093130
7.800350,0.098700
7.777614,0.092631
7.755031,0.099656
7.732577,0.098288
7.710268,0.102795
7.688107,0.108917
7.666067,0.106363
7.644145,0.102932
7.622347,0.102123
7.600673,0.101559
7.579110,0.096581
7.557667,0.095496
7.536361,0.100578
7.515173,0.099349
7.494096,0.096334
7.473127,0.091801
7.452287,0.095987
7.431546,0.089128
7.410939,0.095381
7.390447,0.095363
7.370080,0.099191
7.349836,0.102253
7.329688,0.096532
7.309684,0.108403
7.289786,0.106585
7.269997,0.106421
7.250321,0.107917
7.230781,0.118288
7.211340,0.115272
7.191987,0.108802
7.172743,0.110098
7.153587,0.104349
7.134530,0.102416
7.115574,0.101927
7.096710,0.098215
7.077945,0.097044
7.059292,0.101759
7.040743,0.103530
7.022281,0.099071
7.003927,0.102785
6.985664,0.100526
6.967496,0.099931
6.949435,0.104545
6.931475,0.106462
6.913611,0.107462
6.895828,0.102545
6.878141,0.104371
6.860546,0.103827
6.843059,0.110691
6.825660,0.109748
6.808321,0.097860
6.791086,0.103859
6.773922,0.097268
6.756862,0.103620
6.739898,0.107022
6.723003,0.099984
6.706198,0.101795
6.689489,0.106150
6.672866,0.106637
6.656309,0.099797
6.639853,0.107016
6.623471,0.103294
6.607170,0.103278
6.590936,0.097188
6.574793,0.101294
6.558736,0.104114
6.542759,0.104070
6.526848,0.098533
6.511045,0.110898
6.495298,0.102178
6.479626,0.101162
6.464049,0.108481
6.448568,0.116757
6.433132,0.104474
6.417786,0.110716
6.402512,0.109234
6.387296,0.103464
6.372155,0.103620
6.357078,0.100180
6.342085,0.104900
6.327155,0.101459
6.312315,0.108991
6.297538,0.106287
6.282829,0.104828
6.268183,0.102216
6.253603,0.100770
6.239091,0.100538
6.224642,0.098231
6.210271,0.102492
6.195975,0.106171
6.181746,0.106084
6.167576,0.102726
6.153488,0.109834
6.139446,0.101078
6.125470,0.101916
6.111549,0.097820
6.097683,0.093510
6.083879,0.093007
6.070142,0.094564
6.056470,0.095444
6.042867,0.098264
6.029319,0.095261
6.015831,0.094930
6.002420,0.101529
5.989059,0.096898
5.975745,0.090792
5.962492,0.091373
5.949300,0.091871
5.936173,0.094740
5.923120,0.101684
5.910109,0.093978
5.897177,0.103550
5.884303,0.103971
5.871488,0.105062
5.858735,0.106974
5.846036,0.105894
5.833387,0.103451
5.820768,0.091954
5.808225,0.101228
5.795744,0.104186
5.783305,0.098824
5.770928,0.102297
5.758595,0.097768
5.746305,0.092520
5.734062,0.090249
5.721875,0.091337
5.709740,0.091371
5.697659,0.092196
5.685643,0.097979
5.673677,0.097511
5.661760,0.096470
5.649893,0.096497
5.638079,0.097173
5.626302,0.091272
5.614597,0.101149
5.602924,0.093625
5.591278,0.082682
5.579695,0.089408
5.568174,0.095641
5.556706,0.097817
5.545292,0.100862
5.533911,0.093894
5.522569,0.089626
5.511293,0.098660
5.500064,0.099167
5.488891,0.103535
5.477759,0.100935
5.466667,0.097890
5.455628,0.101961
5.444630,0.099694
5.433677,0.099239
5.422753,0.092145
5.411885,0.097354
5.401044,0.088744
5.390246,0.088346
5.379503,0.094271
5.368800,0.091973
5.358133,0.088530
5.347517,0.093069
5.336947,0.094045
5.326419,0.094012
5.315931,0.093035
5.305479,0.089763
5.295079,0.095041
5.284725,0.097441
5.274413,0.097691
5.264147,0.100432
5.253918,0.098701
5.243743,0.105014
5.233599,0.100896
5.223495,0.100806
5.213424,0.097153
5.203385,0.093741
5.193393,0.097509
5.183447,0.100719
5.173537,0.099738
5.163669,0.101234
5.153825,0.093992
5.144028,0.098717
5.134267,0.097942
5.124536,0.093488
5.114851,0.097892
5.105205,0.099120
5.095594,0.097441
5.086022,0.099250
5.076485,0.098001
5.066995,0.103837
5.057552,0.109709
