X_(Angstroms),Y_(Angstroms)
64.318029,131.830457
131.873239,128.202781
94.602587,75.211682
2.711544,55.463957
52.309444,84.713976
21.354433,16.667755
70.397205,32.449929
37.302622,59.483373
78.551490,111.523383
115.387870,131.144562
21.781407,106.365500
55.427146,81.828092
12.516871,104.636070
66.880867,56.010477
92.267331,121.004718
12.752949,49.996702
6.942621,133.827371
121.513810,79.144880
58.390326,65.785508
96.164420,62.732447
123.753489,51.914630
104.202634,72.139425
74.586598,139.529433
119.666878,43.711850
12.846191,72.183636
81.273061,140.123670
31.180281,46.141250
114.379841,112.555030
106.995861,42.157073
42.828497,75.821952
131.192796,87.556738
30.814948,83.890920
4.032319,131.402826
32.072257,42.374250
29.283391,74.468073
18.087773,140.132096
3.536211,63.694094
85.879832,65.569922
95.315320,129.828711
15.468031,62.813431
128.157362,100.913206
34.353722,125.095916
107.417387,131.010242
76.260439,4.730319
71.365804,109.565285
33.795283,90.251254
135.717625,88.454118
23.965269,103.273295
9.922629,52.551025
81.322093,58.650922
0.496137,138.090501
124.433115,10.328358
4.133467,136.604956
63.040970,85.017440
14.468168,86.799262
106.827491,31.131668
113.638151,129.109028
7.160956,130.236872
118.552317,76.768367
18.926413,64.958843
18.369233,128.228093
132.943277,23.383608
60.341627,22.601549
115.527612,124.551585
131.860798,124.198609
27.761023,112.227288
104.139652,101.366857
90.546693,96.154418
83.051642,94.583660
129.118239,23.816606
100.195087,137.125865
14.773871,27.201044
124.671789,100.970431
17.179876,92.448588
0.594321,65.843158
75.847697,59.096724
10.590718,21.831475
60.954674,63.300377
127.076522,104.197179
14.893313,38.214481
108.911442,128.090293
78.570420,131.648786
29.827553,5.762703
97.235503,89.442450
53.494075,54.189455
140.803421,62.177947
140.820991,96.562924
25.396923,64.201948
17.415802,5.408961
67.779726,98.196009
95.778758,39.130544
36.922609,62.698342
49.103186,48.923576
82.594673,136.678721
59.750204,117.742472
94.221199,20.341676
67.968990,110.106664
123.550927,42.589386
120.113864,53.122295
29.641802,115.526786
0.344986,0.705430
15.449560,101.796098
109.699165,124.040923
116.291782,85.866917
56.529824,50.228547
44.089427,112.222673
90.476407,76.709358
79.271386,2.289062
112.767783,121.811517
65.223687,52.594755
50.520218,88.000696
28.986977,15.079245
42.772926,115.772177
56.705794,35.515025
37.458866,49.326993
13.588324,5.286158
5.092034,9.101422
86.739466,95.341350
38.504633,53.080468
109.561749,27.924159
112.316561,126.548854
57.075481,8.290839
6.788961,21.617479
107.814464,100.569757
54.552197,109.211176
96.709046,85.656821
2.605931,59.540420
109.261323,97.032886
67.985165,133.981117
5.211716,18.069055
14.593633,128.949767
119.712444,30.036447
37.638080,21.279300
137.908093,64.688613
51.809457,100.906542
28.187785,23.189869
63.912380,72.640296
124.030811,59.453778
139.603202,92.892859
93.581853,78.947761
74.403853,72.351455
71.466215,120.058118
135.162327,126.158650
61.977667,67.035425
125.730903,39.537588
134.781085,62.579247
83.152390,112.598933
97.880460,68.337852
130.967732,50.182121
59.485551,18.896584
44.439215,10.803428
71.438653,84.139764
123.098278,55.742702
40.780342,23.468191
103.732621,13.071752
20.741467,21.630853
126.599749,73.277445
24.385173,22.665598
95.586107,71.620264
138.813066,135.488272
1.106610,38.185845
111.715407,24.797593
1.987675,34.413709
126.404575,0.847243
129.872491,106.838045
101.794930,68.995742
139.606539,41.076250
87.341028,113.031301
74.759944,14.756669
59.099115,69.662124
67.508284,130.308198
92.080587,132.264839
57.299005,53.953979
3.944091,139.938558
130.850510,103.238576
31.354978,33.375628
12.540789,116.273402
15.592190,2.057532
65.876447,101.561394
90.702370,135.868527
75.583402,110.116603
135.865681,91.934270
5.055059,2.564137
56.709438,15.368686
1.308782,100.120218
47.434552,76.237431
54.569646,66.359004
80.225744,115.045700
90.698304,72.879258
13.926057,90.419818
44.718989,39.006390
105.647210,68.750515
89.431964,123.898550
25.140634,15.485774
27.848316,70.838702
24.325687,57.044690
108.557946,33.842309
58.327850,11.883118
64.955307,136.318751
132.461073,46.723269
64.418029,132.530457
131.873239,128.102781
93.902587,75.111682
3.511544,55.863957
52.609444,84.813976
21.654433,16.967755
71.097205,32.749929
37.902622,58.983373
79.251490,111.323383
116.887870,132.544562
21.281407,106.665500
55.127146,81.928092
12.716871,104.436070
66.880867,56.010477
92.367331,121.304718
12.552949,49.996702
7.342621,134.027371
121.613810,79.044880
58.290326,65.985508
96.764420,64.032447
123.753489,52.014630
104.002634,72.139425
76.386598,140.829433
120.066878,44.111850
13.046191,71.683636
80.173061,139.623670
30.680281,45.741250
114.479841,113.855030
106.695861,41.057073
43.728497,75.521952
131.492796,87.956738
30.614948,83.790920
3.932319,132.302826
31.772257,42.074250
29.183391,74.468073
18.387773,140.432096
3.436211,63.294094
86.579832,65.369922
95.515320,130.528711
16.068031,62.313431
128.357362,100.513206
33.953722,125.695916
107.517387,131.710242
75.860439,4.130319
71.665804,109.365285
34.195283,89.851254
135.217625,88.254118
23.565269,103.573295
9.722629,52.451025
79.622093,58.350922
0.796137,137.890501
124.633115,9.928358
4.133467,136.104956
63.640970,84.817440
15.668168,86.999262
106.827491,30.531668
114.438151,129.609028
7.160956,130.336872
118.952317,76.568367
19.526413,64.958843
18.269233,128.528093
132.643277,22.983608
59.841627,22.601549
115.727612,125.051585
132.160798,124.198609
27.661023,112.127288
103.939652,101.066857
90.446693,96.354418
82.951642,95.683660
128.918239,23.916606
99.895087,136.425865
13.973871,26.601044
124.871789,101.270431
17.079876,91.548588
0.494321,65.843158
76.247697,59.696724
10.790718,22.231475
61.154674,63.600377
127.276522,104.097179
14.893313,36.614481
108.611442,127.790293
79.070420,132.548786
29.927553,4.762703
96.835503,89.542450
53.594075,53.489455
140.703421,62.077947
140.220991,96.262924
24.696923,64.601948
17.515802,5.208961
67.479726,98.296009
95.578758,39.430544
36.722609,62.098342
49.803186,49.923576
81.194673,135.778721
58.750204,117.042472
94.021199,20.641676
68.268990,110.006664
123.650927,42.489386
120.213864,53.322295
29.441802,115.526786
1.044986,0.905430
15.249560,101.496098
109.199165,124.040923
117.391782,85.666917
55.929824,50.528547
44.589427,112.022673
90.676407,76.509358
79.671386,2.289062
112.767783,122.711517
64.523687,52.794755
50.020218,87.800696
29.086977,16.379245
42.772926,115.372177
56.805794,35.915025
37.158866,50.026993
13.688324,5.186158
5.092034,8.501422
86.739466,95.441350
38.104633,53.680468
109.761749,27.924159
112.216561,126.448854
57.875481,8.290839
6.988961,21.717479
107.714464,100.669757
53.652197,108.211176
97.209046,85.756821
2.605931,59.540420
108.161323,96.832886
67.985165,134.181117
6.011716,18.069055
14.393633,128.949767
120.212444,29.936447
37.638080,21.379300
137.908093,64.588613
53.009457,101.606542
28.387785,21.889869
62.912380,71.340296
123.230811,59.653778
139.303202,92.592859
93.581853,78.947761
74.503853,73.151455
71.466215,121.158118
135.262327,126.358650
62.177667,67.435425
125.830903,39.337588
134.981085,62.179247
83.152390,111.998933
97.380460,68.437852
130.867732,50.182121
59.185551,18.896584
44.039215,11.103428
70.738653,83.939764
123.198278,55.742702
40.680342,23.668191
103.632621,13.071752
20.741467,21.130853
126.799749,73.577445
24.585173,21.365598
95.086107,71.520264
139.713066,134.988272
1.406610,38.185845
111.815407,24.697593
1.987675,34.413709
125.804575,0.947243
129.872491,106.938045
101.194930,68.795742
139.806539,41.076250
86.741028,113.431301
74.559944,15.356669
59.399115,69.962124
67.708284,130.408198
92.280587,132.464839
57.399005,54.053979
4.244091,139.838558
131.050510,103.238576
30.854978,32.975628
12.240789,116.573402
15.492190,1.957532
65.976447,101.761394
90.602370,135.968527
75.683402,110.416603
135.465681,91.934270
4.455059,2.664137
56.909438,15.768686
1.208782,99.520218
47.134552,75.737431
54.769646,66.959004
80.825744,115.045700
91.498304,72.679258
13.426057,90.319818
45.118989,38.806390
105.047210,68.750515
89.531964,123.998550
25.340634,15.985774
27.548316,70.438702
23.725687,57.844690
108.557946,34.042309
57.527850,12.083118
64.755307,136.318751
132.461073,46.723269
64.518029,132.530457
131.773239,127.902781
94.302587,75.211682
3.911544,55.963957
52.009444,84.513976
21.954433,17.667755
71.397205,32.149929
37.802622,58.283373
79.351490,111.523383
116.587870,132.644562
21.081407,106.565500
55.427146,82.528092
13.116871,104.636070
66.380867,56.110477
92.367331,121.504718
12.052949,49.896702
7.242621,134.127371
121.713810,79.144880
58.490326,66.285508
97.964420,64.632447
123.853489,52.014630
103.202634,72.039425
76.686598,140.829433
120.266878,44.211850
11.946191,71.883636
80.273061,139.523670
30.080281,45.541250
114.479841,114.655030
106.195861,40.357073
43.428497,74.921952
132.392796,89.556738
31.214948,83.990920
3.932319,132.302826
31.372257,41.874250
28.883391,73.968073
18.387773,140.432096
3.336211,63.294094
86.479832,65.169922
95.815320,130.928711
16.468031,62.613431
128.557362,100.413206
34.753722,125.395916
108.717387,131.610242
76.160439,3.630319
72.065804,109.365285
33.695283,90.351254
135.917625,88.154118
23.465269,103.573295
9.522629,52.751025
79.922093,58.250922
0.796137,138.090501
124.533115,10.228358
4.033467,136.104956
63.440970,84.517440
16.368168,87.799262
106.927491,30.631668
114.738151,129.209028
7.060956,130.436872
118.952317,76.868367
20.026413,65.058843
17.969233,128.628093
132.643277,23.183608
59.341627,22.601549
115.627612,125.251585
132.260798,124.298609
27.761023,111.827288
104.339652,100.366857
90.446693,96.554418
83.051642,96.583660
129.018239,24.216606
99.095087,135.725865
12.873871,26.101044
124.771789,101.470431
17.079876,91.448588
0.694321,65.943158
76.047697,59.696724
11.090718,22.631475
61.854674,63.800377
127.376522,104.197179
14.693313,36.514481
108.411442,127.890293
79.370420,132.548786
30.127553,5.162703
96.435503,89.342450
53.294075,53.289455
140.403421,62.177947
139.520991,96.162924
23.596923,63.701948
17.515802,4.308961
68.079726,98.196009
95.878758,40.030544
36.622609,61.398342
50.803186,50.423576
81.394673,135.878721
58.750204,115.842472
93.921199,20.941676
68.268990,109.706664
123.750927,42.489386
120.313864,53.622295
28.541802,115.526786
1.144986,1.005430
16.049560,101.896098
109.199165,124.140923
116.891782,85.666917
55.429824,50.128547
44.589427,112.322673
90.776407,76.509358
79.771386,2.389062
112.767783,122.811517
64.523687,52.494755
49.820218,87.400696
29.186977,17.279245
42.272926,115.372177
57.205794,35.315025
37.858866,50.326993
13.688324,5.286158
4.592034,7.101422
86.739466,95.741350
37.804633,54.180468
109.661749,28.024159
112.016561,126.548854
57.875481,8.190839
7.288961,22.017479
108.114464,101.169757
53.452197,105.811176
96.409046,85.456821
2.105931,59.440420
107.261323,97.532886
68.185165,134.081117
6.511716,18.269055
14.193633,129.449767
120.012444,30.236447
37.638080,20.979300
138.008093,64.988613
53.109457,102.006542
28.187785,20.889869
62.212380,71.340296
122.730811,59.453778
139.303202,92.292859
93.581853,79.047761
75.103853,73.051455
71.866215,121.658118
135.162327,126.858650
62.077667,67.535425
126.030903,39.437588
136.281085,61.579247
83.152390,111.498933
97.380460,68.637852
129.867732,49.982121
59.185551,18.796584
43.839215,10.303428
69.938653,83.039764
123.498278,55.742702
40.280342,23.768191
102.532621,11.971752
20.841467,21.430853
127.099749,73.477445
24.485173,20.365598
94.986107,71.520264
140.713066,134.488272
1.106610,38.185845
111.715407,24.797593
1.187675,34.413709
126.404575,0.847243
129.972491,107.038045
101.194930,68.395742
139.806539,41.176250
86.141028,113.831301
75.059944,14.556669
58.899115,69.562124
67.808284,130.308198
92.780587,132.464839
57.199005,53.553979
4.344091,140.038558
131.050510,103.338576
31.154978,32.775628
12.540789,116.873402
14.992190,1.657532
65.876447,101.361394
91.102370,135.868527
75.683402,110.516603
135.565681,92.334270
4.455059,3.064137
57.209438,15.568686
1.208782,99.020218
47.034552,76.237431
55.469646,67.859004
81.325744,114.945700
91.398304,72.679258
13.526057,89.919818
44.818989,38.706390
105.047210,68.650515
89.431964,123.698550
25.440634,16.685774
27.248316,70.238702
23.025687,59.344690
108.657946,34.142309
58.427850,11.983118
65.055307,136.318751
132.461073,47.123269
64.718029,132.530457
131.573239,128.102781
94.302587,75.211682
4.311544,56.263957
52.009444,84.313976
21.754433,17.667755
71.897205,32.749929
38.202622,57.983373
79.351490,111.723383
116.187870,132.644562
20.581407,106.365500
55.227146,82.228092
13.416871,104.636070
66.380867,55.810477
92.667331,121.604718
11.952949,49.696702
7.142621,134.227371
121.913810,79.344880
58.690326,65.785508
99.064420,65.232447
123.753489,51.914630
102.802634,71.739425
76.886598,140.929433
120.566878,44.411850
11.246191,72.583636
80.473061,139.623670
30.180281,45.541250
115.079841,114.555030
106.295861,39.657073
43.328497,75.221952
132.592796,90.056738
31.414948,84.490920
3.732319,132.402826
30.572257,41.774250
28.283391,73.968073
18.487773,0.132096
3.136211,63.094094
86.579832,65.869922
96.515320,131.828711
17.268031,62.513431
128.457362,100.513206
35.153722,125.495916
109.817387,131.410242
76.160439,3.630319
72.065804,109.365285
33.995283,90.251254
136.117625,88.654118
23.265269,103.573295
9.522629,52.651025
79.522093,57.950922
0.896137,138.190501
125.633115,9.728358
3.933467,136.104956
63.340970,83.417440
16.568168,87.599262
106.927491,30.631668
114.838151,129.009028
7.060956,130.436872
119.552317,76.068367
20.526413,65.458843
17.769233,129.028093
132.343277,22.983608
60.041627,22.601549
115.527612,125.351585
132.260798,124.298609
28.061023,111.927288
104.539652,100.266857
90.246693,96.754418
82.951642,96.483660
128.618239,23.616606
98.395087,135.125865
12.873871,25.701044
124.771789,101.770431
16.879876,91.348588
0.394321,65.843158
76.647697,60.096724
10.990718,22.331475
61.754674,63.500377
127.476522,104.397179
13.393313,36.814481
108.311442,127.690293
79.270420,132.648786
29.827553,5.062703
96.135503,89.242450
53.094075,53.289455
140.403421,62.177947
138.620991,95.562924
23.696923,63.401948
17.615802,4.008961
67.479726,98.196009
95.478758,39.730544
36.622609,61.298342
51.303186,49.923576
81.094673,135.978721
58.750204,116.342472
94.221199,20.441676
68.368990,110.006664
123.950927,42.589386
120.413864,53.522295
28.741802,115.626786
0.944986,1.105430
16.449560,102.596098
109.099165,124.040923
116.191782,86.266917
55.129824,50.128547
44.189427,112.622673
90.776407,76.409358
79.671386,2.389062
112.667783,122.811517
65.223687,52.394755
49.520218,87.500696
29.586977,17.079245
41.572926,115.472177
57.405794,36.115025
37.058866,50.526993
13.988324,5.086158
4.492034,6.801422
86.639466,95.441350
38.004633,54.180468
109.761749,28.124159
111.916561,126.548854
57.875481,8.390839
7.188961,22.117479
108.314464,101.169757
53.552197,105.511176
96.709046,85.456821
2.105931,59.440420
107.161323,97.532886
68.185165,134.081117
7.311716,18.269055
13.993633,129.249767
119.712444,30.536447
37.238080,21.079300
137.708093,64.888613
51.909457,102.106542
28.087785,20.589869
62.312380,71.140296
122.830811,59.353778
139.303202,91.792859
93.681853,78.947761
75.603853,72.851455
72.066215,121.958118
135.262327,126.658650
62.177667,67.335425
126.030903,39.437588
136.781085,61.179247
83.052390,111.198933
97.480460,68.637852
129.567732,50.382121
59.585551,18.796584
43.239215,11.003428
69.738653,83.939764
123.598278,55.642702
40.480342,22.968191
102.932621,12.771752
20.641467,21.430853
126.799749,73.677445
24.385173,20.765598
95.086107,71.520264
0.613066,134.488272
1.206610,38.385845
111.415407,24.697593
1.087675,34.513709
125.604575,1.747243
130.272491,106.938045
101.194930,68.095742
139.706539,41.176250
85.541028,114.131301
74.859944,14.756669
58.899115,69.462124
67.808284,130.308198
92.880587,132.364839
56.899005,53.553979
4.144091,140.038558
131.250510,103.238576
31.454978,32.175628
11.840789,116.073402
14.892190,1.357532
65.776447,101.561394
91.802370,135.968527
75.883402,110.416603
135.565681,92.734270
4.255059,2.964137
57.209438,15.768686
0.608782,98.120218
46.934552,76.237431
55.469646,67.659004
81.825744,114.745700
91.498304,72.679258
13.326057,89.819818
44.518989,38.506390
104.847210,68.950515
89.231964,124.198550
25.740634,17.285774
26.848316,70.238702
21.825687,60.044690
107.557946,34.642309
58.327850,12.183118
65.055307,136.318751
131.961073,47.423269
64.718029,132.530457
131.673239,128.002781
94.402587,75.211682
4.611544,56.563957
52.109444,84.613976
21.954433,17.867755
72.297205,32.249929
38.502622,57.983373
79.351490,111.923383
115.987870,132.644562
20.281407,106.665500
55.427146,82.828092
13.616871,105.136070
66.380867,56.010477
92.567331,122.304718
10.752949,49.696702
7.142621,134.227371
122.213810,78.944880
58.690326,65.685508
98.864420,65.032447
123.953489,51.814630
102.202634,71.739425
76.886598,140.729433
120.766878,44.811850
10.746191,72.783636
80.573061,139.723670
31.080281,45.341250
114.879841,115.355030
106.995861,38.457073
43.128497,75.421952
132.992796,89.856738
31.714948,85.690920
3.732319,132.402826
29.972257,41.774250
28.083391,73.868073
18.587773,0.332096
3.136211,63.094094
87.679832,65.869922
96.615320,131.828711
18.768031,62.113431
128.457362,100.613206
35.553722,125.495916
110.217387,131.010242
75.960439,3.430319
72.165804,109.565285
32.495283,89.451254
136.717625,89.054118
22.965269,103.973295
9.022629,53.151025
79.622093,57.750922
0.796137,138.290501
125.233115,9.828358
3.933467,136.204956
64.240970,83.317440
16.368168,87.599262
107.027491,30.831668
114.638151,129.109028
6.960956,130.336872
119.652317,76.668367
20.626413,65.758843
17.669233,128.528093
132.243277,22.683608
59.541627,22.601549
115.427612,125.751585
132.060798,124.298609
28.061023,111.727288
104.539652,100.266857
90.446693,96.554418
83.051642,96.783660
128.518239,23.616606
97.795087,135.225865
12.273871,25.101044
124.771789,101.770431
17.079876,91.048588
0.594321,65.743158
76.447697,59.296724
10.690718,21.631475
61.754674,63.500377
127.476522,104.397179
12.593313,37.114481
108.211442,127.690293
78.770420,133.048786
30.127553,4.762703
96.235503,89.142450
53.294075,53.489455
140.503421,61.977947
138.320991,95.362924
23.196923,63.001948
17.415802,4.008961
67.179726,97.996009
95.978758,39.130544
36.322609,61.098342
51.203186,50.223576
81.194673,135.978721
59.450204,116.242472
93.821199,20.541676
68.468990,108.806664
123.950927,42.789386
120.613864,53.422295
28.741802,115.526786
0.944986,1.105430
17.349560,103.296098
109.099165,123.940923
116.491782,85.466917
55.029824,50.128547
44.289427,113.022673
90.776407,76.509358
79.571386,2.489062
112.767783,122.911517
64.823687,52.394755
49.520218,87.700696
29.586977,16.979245
41.172926,115.272177
57.205794,34.915025
36.358866,50.426993
13.788324,5.086158
4.992034,6.501422
86.739466,95.741350
37.804633,53.980468
109.761749,28.124159
111.816561,126.648854
57.575481,8.390839
6.988961,22.617479
108.214464,101.069757
53.152197,105.311176
96.409046,85.356821
2.205931,59.140420
107.061323,97.432886
68.385165,134.081117
7.911716,18.869055
13.993633,129.549767
120.012444,30.636447
37.338080,20.679300
138.008093,64.888613
51.809457,101.806542
28.187785,20.489869
62.312380,71.140296
122.530811,59.353778
139.203202,91.692859
93.581853,79.047761
75.503853,73.151455
71.666215,122.258118
135.162327,126.558650
62.077667,67.235425
125.930903,39.437588
136.681085,61.379247
83.252390,111.098933
97.480460,68.537852
128.767732,49.982121
59.685551,18.796584
43.039215,10.403428
68.738653,83.639764
123.598278,55.742702
40.080342,23.368191
103.432621,12.571752
20.641467,21.430853
127.399749,73.677445
24.385173,20.965598
95.186107,71.620264
0.513066,134.488272
1.406610,38.185845
111.515407,24.797593
0.587675,34.413709
125.304575,3.047243
130.172491,107.038045
101.294930,67.995742
139.506539,40.576250
85.441028,114.131301
75.059944,14.756669
58.899115,69.362124
67.808284,130.308198
92.980587,132.464839
57.099005,53.353979
4.144091,140.038558
131.150510,103.438576
31.054978,32.275628
12.040789,117.173402
14.692190,1.357532
65.376447,101.461394
92.502370,136.268527
75.883402,110.316603
135.565681,92.734270
4.355059,2.764137
57.509438,15.668686
0.508782,97.420218
47.134552,76.537431
55.469646,67.759004
81.725744,114.545700
91.498304,72.779258
13.526057,89.619818
44.418989,38.106390
104.747210,69.450515
89.331964,123.898550
25.840634,17.485774
26.548316,70.438702
21.825687,59.544690
108.457946,34.442309
58.727850,12.083118
65.255307,136.418751
131.961073,47.823269
64.818029,132.630457
131.673239,128.002781
94.402587,75.311682
5.311544,56.863957
51.909444,84.713976
22.054433,17.967755
73.297205,32.649929
38.002622,57.783373
79.451490,111.523383
115.487870,132.944562
19.781407,106.265500
55.427146,83.128092
13.816871,104.636070
66.280867,55.910477
92.567331,121.904718
10.052949,50.596702
7.142621,134.227371
122.813810,78.844880
58.590326,65.585508
98.864420,65.032447
124.153489,51.914630
101.702634,71.839425
77.086598,140.529433
120.766878,44.811850
10.246191,72.183636
80.773061,139.823670
30.680281,45.141250
114.479841,116.355030
107.095861,38.057073
43.328497,75.921952
132.892796,90.056738
32.314948,85.290920
3.732319,132.402826
29.772257,41.474250
28.083391,73.968073
18.387773,0.232096
3.136211,62.894094
87.679832,65.969922
96.615320,131.628711
19.168031,62.213431
128.457362,100.713206
35.453722,125.795916
110.717387,130.410242
75.760439,3.030319
72.165804,109.665285
32.695283,89.151254
136.517625,89.054118
22.465269,103.473295
7.822629,53.851025
79.922093,57.650922
