promedio_temporal,energia_en_cada_paso
-0.015508,-0.015959
-0.015509,-0.016382
-0.015511,-0.016810
-0.015512,-0.016664
-0.015513,-0.016077
-0.015514,-0.016299
-0.015515,-0.016050
-0.015517,-0.016504
-0.015518,-0.016322
-0.015519,-0.016563
-0.015521,-0.016462
-0.015522,-0.016424
-0.015523,-0.016546
-0.015524,-0.016105
-0.015525,-0.016193
-0.015527,-0.016618
-0.015529,-0.016927
-0.015530,-0.016412
-0.015532,-0.016731
-0.015532,-0.015677
-0.015534,-0.016923
-0.015536,-0.016770
-0.015537,-0.016678
-0.015539,-0.016575
-0.015540,-0.016319
-0.015541,-0.016272
-0.015542,-0.016288
-0.015542,-0.015602
-0.015543,-0.016251
-0.015544,-0.016142
-0.015545,-0.016009
-0.015545,-0.015956
-0.015546,-0.015860
-0.015546,-0.015452
-0.015546,-0.016056
-0.015548,-0.016544
-0.015548,-0.015968
-0.015549,-0.016106
-0.015550,-0.015984
-0.015550,-0.016038
-0.015551,-0.016011
-0.015552,-0.016017
-0.015553,-0.016201
-0.015553,-0.015801
-0.015554,-0.016319
-0.015554,-0.015859
-0.015554,-0.015501
-0.015556,-0.016405
-0.015557,-0.016296
-0.015557,-0.016240
-0.015558,-0.016061
-0.015559,-0.016049
-0.015560,-0.016044
-0.015560,-0.016217
-0.015562,-0.016389
-0.015562,-0.015992
-0.015563,-0.015887
-0.015564,-0.016508
-0.015564,-0.015430
-0.015565,-0.016547
-0.015565,-0.015844
-0.015567,-0.016400
-0.015568,-0.016532
-0.015570,-0.016870
-0.015572,-0.017078
-0.015573,-0.016642
-0.015574,-0.016338
-0.015575,-0.016498
-0.015577,-0.017041
-0.015578,-0.016463
-0.015580,-0.017074
-0.015581,-0.016370
-0.015583,-0.016975
-0.015584,-0.016414
-0.015586,-0.016387
-0.015587,-0.016953
-0.015589,-0.016649
-0.015590,-0.016578
-0.015592,-0.016792
-0.015592,-0.015760
-0.015593,-0.016581
-0.015595,-0.016855
-0.015596,-0.016525
-0.015596,-0.015769
-0.015597,-0.016381
-0.015599,-0.016614
-0.015600,-0.016526
-0.015601,-0.016714
-0.015603,-0.016565
-0.015604,-0.016540
-0.015605,-0.016677
-0.015607,-0.016895
-0.015608,-0.016623
-0.015610,-0.016898
-0.015611,-0.016231
